path,w,h,kb,mode,top1,top8,ncolors,sat
All/DAPR_Monitor/Beyerdynamic_DT_880_Pro.png,1200,1200,206,P,0.783,0.838,77,0.01
All/DAPR_Monitor/KRK_Rokit_5_G4.jpg,2000,2000,342,RGB,0.416,0.621,654,0.089
All/DAPR_Monitor/Beyerdynamic_DT_770_Pro.png,1200,1200,504,RGBA,0.767,0.875,98,0.002
All/DAPR_Monitor/Avantone_MixCube.jpg,620,630,74,RGB,0.074,0.335,1927,0.377
All/DAPR_Monitor/Philips_SHP9500.png,967,1600,1722,RGB,0.298,0.655,201,0.014
All/DAPR_Monitor/Neumann_KH_120_II.jpg,395,630,61,RGB,0.058,0.383,180,0.02
All/DAPR_Monitor/Sony_MDR_7506.jpg,3000,2000,333,RGB,0.591,0.761,676,0.058
All/DAPR_Monitor/Focal_Alpha_65_Evo.jpg,586,586,33,RGB,0.572,0.667,418,0.039
All/DAPR_Monitor/Sennheiser_HD_560S.jpg,1024,1024,62,RGB,0.698,0.911,32,0.0
All/DAPR_Monitor/Audio_Technica_ATH_M50x.png,600,600,67,P,0.774,0.853,111,0.01
All/DAPR_Monitor/Sennheiser_HD_280_Pro.png,1200,1411,426,RGBA,0.793,0.941,33,0.0
All/DAPR_Monitor/Yamaha_HS5.jpg,424,630,29,RGB,0.404,0.759,132,0.032
All/DAPR_Monitor/Genelec_8010A.jpg,800,800,48,RGB,0.831,0.91,52,0.0
All/DAPR_Monitor/Sennheiser_HD_490_Pro.jpg,770,1600,193,RGB,0.542,0.826,76,0.0
All/DAPR_Monitor/PreSonus_Eris_E3.5.jpg,1600,1140,341,RGB,0.069,0.452,360,0.126
All/DAPR_Monitor/Adam_Audio_T5V.png,1500,1000,870,RGBA,0.641,0.912,317,0.027
All/DAW_Session_Structure/Color_Palette_Numbered.png,2172,724,1033,RGB,0.311,0.63,1599,0.181
All/DAW_Session_Structure/Folder_Hierarchy_and_Naming.png,1024,1024,339,RGBA,0.798,0.872,1434,0.103
All/DAW_Session_Structure/Color_Palette.jpg,1098,238,48,RGB,0.254,0.55,556,0.214
All/DAW_Session_Structure/_unused/Gemini_Generated_Image_m5gb3gm5gb3gm5gb.png,2224,480,1433,RGBA,0.211,0.481,2224,0.303
All/Student_Essentials/Attendance_and_Late_Work_Chart.png,1600,900,70,RGB,0.899,0.987,140,0.061
All/Student_Essentials/SI_Prefix_Ladder.png,1600,900,107,RGB,0.592,0.979,231,0.072
All/Student_Essentials/Screenshots_to_PDF_Workflow.png,1600,900,75,RGB,0.643,0.974,261,0.043
All/Student_Essentials/Contacting_Your_Instructor.png,1600,900,91,RGB,0.585,0.972,254,0.055
All/Student_Essentials/Credit_Hour_Rule.png,1600,900,48,RGBA,0.934,0.997,42,0.038
All/Student_Essentials/Where_to_Get_Help.png,1600,900,88,RGB,0.47,0.982,187,0.061
All/Student_Essentials/Feedback_Loop.png,1600,900,75,RGB,0.8,0.979,221,0.037
All/Student_Essentials/Canvas_Layout_Map.png,1600,900,84,RGB,0.52,0.963,219,0.086
All/Student_Essentials/Weekly_Planning_Desk.png,1600,900,524,P,0.028,0.146,208,0.384
All/Student_Essentials/Assignment_Page_Icon_Map.png,1600,900,130,RGB,0.678,0.958,488,0.067
All/DAPR_Introduce_Yourself/Preview_Export_JPEG.png,318,120,15,RGB,0.752,0.923,156,0.096
All/DAPR_Introduce_Yourself/Example_Headshot.jpg,800,800,84,RGB,0.075,0.276,2068,0.406
All/DAPR_Introduce_Yourself/Canvas_Reply_Toolbar.png,901,583,122,RGB,0.951,0.969,190,0.009
All/DAPR_Introduce_Yourself/Canvas_Upload_Dialog.png,1280,867,285,RGB,0.647,0.903,455,0.012
All/DAPR_Introduce_Yourself/Preview_Adjust_Size.png,414,415,61,RGB,0.456,0.917,345,0.11
All/Time_Expectations/_unused/time-expectations-credit-hour-rule-01.png,1600,900,342,RGBA,0.86,0.969,200,0.087
All/DAPR_Canvas_Icon_Reference/Action_Checklist.png,88,88,16,RGBA,0.281,0.604,368,0.149
All/DAPR_Canvas_Icon_Reference/Feedback_Best.png,88,88,8,RGBA,0.712,0.954,64,0.175
All/DAPR_Canvas_Icon_Reference/Action_Peer.png,88,88,17,RGBA,0.326,0.684,263,0.205
All/DAPR_Canvas_Icon_Reference/Submit_ZIP.png,88,88,17,RGBA,0.369,0.572,327,0.117
All/DAPR_Canvas_Icon_Reference/Feedback_Not_Helpful_white.png,88,88,6,RGBA,1.0,1.0,1,0.0
All/DAPR_Canvas_Icon_Reference/Feedback_Helpful_dark.png,88,88,8,RGBA,0.68,0.961,28,0.0
All/DAPR_Canvas_Icon_Reference/Callout_Required.png,88,88,15,RGBA,0.466,0.657,208,0.237
All/DAPR_Canvas_Icon_Reference/Callout_Warning.png,88,88,14,RGBA,0.545,0.663,564,0.35
All/DAPR_Canvas_Icon_Reference/Submit_Audio.png,88,88,15,RGBA,0.455,0.675,845,0.156
All/DAPR_Canvas_Icon_Reference/Feedback_Best_white.png,88,88,7,RGBA,1.0,1.0,1,0.0
All/DAPR_Canvas_Icon_Reference/Submit_Upload.png,88,88,16,RGBA,0.374,0.687,228,0.125
All/DAPR_Canvas_Icon_Reference/Submit_Video.png,88,88,17,RGBA,0.382,0.617,458,0.167
All/DAPR_Canvas_Icon_Reference/Submit_PTX.png,88,88,16,RGBA,0.447,0.579,354,0.33
All/DAPR_Canvas_Icon_Reference/Callout_FAQ.png,88,88,16,RGBA,0.325,0.58,438,0.454
All/DAPR_Canvas_Icon_Reference/Action_Email.png,88,88,16,RGBA,0.344,0.695,403,0.222
All/DAPR_Canvas_Icon_Reference/Action_Download.png,88,88,17,RGBA,0.277,0.504,326,0.323
All/DAPR_Canvas_Icon_Reference/Callout_Tip.png,88,88,13,RGBA,0.618,0.771,222,0.105
All/DAPR_Canvas_Icon_Reference/Submit_Session.png,88,88,17,RGBA,0.392,0.593,645,0.258
All/DAPR_Canvas_Icon_Reference/Action_External_Link.png,88,88,15,RGBA,0.364,0.726,372,0.201
All/DAPR_Canvas_Icon_Reference/Submit_PDF.png,88,88,17,RGBA,0.358,0.625,404,0.243
All/DAPR_Canvas_Icon_Reference/Action_Deadline.png,88,88,20,RGBA,0.203,0.458,412,0.239
All/DAPR_Canvas_Icon_Reference/Callout_Note.png,88,88,15,RGBA,0.417,0.661,329,0.325
All/DAPR_Canvas_Icon_Reference/Callout_Avoid.png,88,88,17,RGBA,0.228,0.538,333,0.488
All/DAPR_Canvas_Icon_Reference/_unused/Pro_Tools_Session_PTX.png,1024,1024,183,RGBA,0.405,0.937,113,0.099
All/DAPR_Canvas_Icon_Reference/_unused/Pro_Tools_Icon.png,1024,1024,229,RGBA,0.557,0.969,131,0.355
All/DAPR_Canvas_Icon_Reference/_unused/Zip File.png,1024,1024,72,RGBA,0.442,0.992,11,0.0
All/DAPR_Canvas_Icon_Reference/_unused/Gemini_Generated_Image_so1z3yso1z3yso1z.png,1024,1024,1371,RGBA,0.392,0.62,1125,0.185
All/DAPR_Canvas_Icon_Reference/_unused/Gemini Submit/Gemini_Generated_Image_m1lme1m1lme1m1lm.png,1024,1024,1387,RGBA,0.167,0.729,1415,0.081
All/DAPR_Canvas_Icon_Reference/_unused/Gemini Submit/Gemini_Generated_Image_96g5ev96g5ev96g5.png,1024,1024,1733,RGBA,0.329,0.633,1611,0.122
"All/DAPR_Canvas_Icon_Reference/_unused/Gemini Submit/ChatGPT Image Apr 28, 2026, 08_44_53 AM.png",1024,1024,1642,RGBA,0.749,0.805,2772,0.073
All/DAPR_Canvas_Icon_Reference/_unused/Gemini Submit/Gemini_Generated_Image_vu6jfivu6jfivu6j (1).png,1024,1024,1053,RGBA,0.727,0.761,3331,0.081
All/DAPR_Canvas_Icon_Reference/_unused/Gemini Submit/Gemini_Generated_Image_7ofdqi7ofdqi7ofd.png,1024,1024,2136,RGBA,0.113,0.437,3431,0.12
All/DAPR_Canvas_Icon_Reference/_unused/Gemini Submit/Gemini_Generated_Image_lzspcjlzspcjlzsp.png,1024,1024,2240,RGBA,0.098,0.408,3702,0.147
"All/DAPR_Canvas_Icon_Reference/_unused/Gemini Submit/ChatGPT Image Apr 28, 2026, 08_50_31 AM.png",1708,921,1430,RGB,0.534,0.629,2001,0.195
All/DAPR_Canvas_Icon_Reference/_unused/Gemini Submit/Gemini_Generated_Image_j3x7dnj3x7dnj3x7.png,1024,1024,2283,RGBA,0.084,0.402,3773,0.144
DAPR-2255--Audio_Hardware_I/Power/Heatsink_To220_Pair.jpg,800,800,60,RGB,0.658,0.782,281,0.026
DAPR-2255--Audio_Hardware_I/Power/Heatsink_Why_Fins_Work_Alt.png,1600,900,26,RGBA,0.955,0.993,75,0.01
DAPR-2255--Audio_Hardware_I/Power/Wattmeter.jpg,890,1204,124,RGB,0.255,0.624,741,0.033
DAPR-2255--Audio_Hardware_I/Power/Joule_Portrait.jpg,334,480,21,L,0.081,0.428,32,0.0
DAPR-2255--Audio_Hardware_I/Power/Heatsink.jpg,883,684,147,RGB,0.036,0.184,1639,0.36
DAPR-2255--Audio_Hardware_I/Power/Power_Factor_Graph.jpg,960,768,61,RGBA,0.966,0.98,175,0.013
DAPR-2255--Audio_Hardware_I/Power/Overview_Banner.png,1600,600,534,P,0.093,0.35,206,0.397
DAPR-2255--Audio_Hardware_I/Power/James_Watt_Portrait.jpg,960,1222,221,RGB,0.099,0.37,845,0.609
DAPR-2255--Audio_Hardware_I/Power/Heatsink_CPU_Cooler.jpg,1600,900,366,RGB,0.067,0.332,827,0.103
DAPR-2255--Audio_Hardware_I/Power/Assignment_Bench.jpg,1600,900,268,RGB,0.104,0.455,269,0.042
DAPR-2255--Audio_Hardware_I/Power/Amplifier_Specs_Infographic.png,1586,992,1188,RGB,0.58,0.854,525,0.145
DAPR-2255--Audio_Hardware_I/Power/Doubling_is_3dB.png,1600,900,429,RGBA,0.822,0.885,596,0.118
DAPR-2255--Audio_Hardware_I/Power/Watt_Steam_Engine.jpg,960,783,172,RGB,0.053,0.227,1306,0.217
DAPR-2255--Audio_Hardware_I/Power/Heatsink_Amplifier_Chassis.jpg,1600,900,293,RGB,0.119,0.529,210,0.062
DAPR-2255--Audio_Hardware_I/Power/Heatsink_Why_Fins_Work.png,1600,900,964,RGBA,0.592,0.748,605,0.062
DAPR-2255--Audio_Hardware_I/Ohms_Law/Georg_Ohm_Portrait.jpg,960,1236,231,RGB,0.068,0.435,369,0.064
DAPR-2255--Audio_Hardware_I/Ohms_Law/Potentiometer.jpg,888,1040,74,RGB,0.63,0.731,1618,0.082
DAPR-2255--Audio_Hardware_I/Ohms_Law/Wheel_Numbers.png,1254,1254,1564,RGBA,0.344,0.432,3122,0.491
DAPR-2255--Audio_Hardware_I/Ohms_Law/Pie_Chart.jpg,960,960,112,RGB,0.382,0.856,898,0.189
DAPR-2255--Audio_Hardware_I/Ohms_Law/Triangle_and_Rearrangements.jpg,2100,880,158,RGB,0.627,0.91,253,0.074
DAPR-2255--Audio_Hardware_I/Ohms_Law/Triangle_and_Rearrangements.png,2100,880,49,RGB,0.972,0.996,66,0.009
DAPR-2255--Audio_Hardware_I/Ohms_Law/Wheel_Colorcoded_Numbers.png,1254,1254,1985,RGBA,0.24,0.372,5378,0.441
DAPR-2255--Audio_Hardware_I/Ohms_Law/Wheel_Colorcoded.png,1254,1254,1875,RGBA,0.241,0.382,5257,0.418
DAPR-2255--Audio_Hardware_I/Ohms_Law/Circuit_Diagram.png,1564,1006,689,RGB,0.942,0.986,194,0.015
DAPR-2255--Audio_Hardware_I/Ohms_Law/Assignment_Bench.jpg,1600,900,215,RGB,0.273,0.734,1023,0.058
DAPR-2255--Audio_Hardware_I/Ohms_Law/Voltage_Divider.jpg,1254,1254,734,RGB,0.965,0.992,126,0.005
DAPR-2255--Audio_Hardware_I/Ohms_Law/Wheel_Basic.png,1254,1254,1481,RGBA,0.326,0.401,3321,0.519
DAPR-2255--Audio_Hardware_I/Ohms_Law/Overview_Hero.png,1374,1145,846,RGB,0.887,0.975,226,0.1
DAPR-2255--Audio_Hardware_I/Course_Orientation/Bench_Overview.jpg,1600,900,515,RGB,0.056,0.265,2680,0.305
DAPR-2255--Audio_Hardware_I/Course_Orientation/Prerequisites_Bench.png,1600,600,498,P,0.03,0.179,221,0.517
DAPR-2255--Audio_Hardware_I/Course_Orientation/Syllabus_Banner.png,1600,600,585,P,0.053,0.209,190,0.334
DAPR-2255--Audio_Hardware_I/Course_Orientation/Term_Timeline.png,1600,1000,98,RGBA,0.865,0.966,59,0.024
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/Esd_Wrist_Strap.jpg,960,838,130,RGB,0.603,0.709,647,0.058
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/AWG_Wire_Gauge_Chart.png,1672,941,1652,RGB,0.235,0.691,2626,0.294
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/Wire_Stripper_Photo.jpg,960,541,129,RGB,0.038,0.2,1638,0.213
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/Helping_Hands.jpg,960,720,83,RGB,0.111,0.608,839,0.032
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/Cable_Insulation_Materials.png,1448,1086,1626,RGB,0.276,0.66,2167,0.197
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/Footswitch.jpg,1536,1024,502,RGB,0.072,0.369,1060,0.064
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/AWG_Runs_Backwards.png,2100,880,45,RGB,0.9,0.992,96,0.067
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/AWG_Runs_Backwards.jpg,2100,880,287,RGB,0.55,0.613,874,0.261
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/Assignment_Bench.jpg,1600,900,350,RGB,0.09,0.402,1235,0.092
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/Breadboard_Photo.jpg,3900,2320,2193,RGB,0.581,0.818,523,0.039
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/Current_Path_Through_Body.png,1600,900,346,RGBA,0.902,0.922,1220,0.024
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/Conductor_Progression.jpg,1600,900,244,RGB,0.162,0.614,1041,0.084
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/Breadboard.png,1600,900,90,RGB,0.763,0.939,116,0.016
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/Heat_Shrink.jpg,960,720,46,RGB,0.085,0.35,2083,0.177
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/Heat_Shrink.png,1564,1006,1655,RGB,0.416,0.53,1718,0.188
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/Solder_Wire.jpg,960,720,146,RGB,0.154,0.356,3340,0.232
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/Soldering_Iron.jpg,1536,1024,288,RGB,0.725,0.805,1084,0.061
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/Overview_Hero.png,1448,1086,2282,RGB,0.102,0.391,2342,0.184
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/Good_vs_Cold_Solder_Joint.png,1536,1024,1817,RGB,0.24,0.579,1726,0.399
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/Flux.jpg,700,886,200,RGB,0.263,0.357,1311,0.292
DAPR-2255--Audio_Hardware_I/Wiring_and_Safety/Wire_Stripper.jpg,960,798,259,RGB,0.008,0.055,2630,0.549
DAPR-2255--Audio_Hardware_I/Switches/Poles_Throws_Lugcount.png,2100,880,36,RGB,0.968,0.995,77,0.013
DAPR-2255--Audio_Hardware_I/Switches/Poles_Throws_Lugcount.jpg,2100,880,249,RGB,0.59,0.73,955,0.124
DAPR-2255--Audio_Hardware_I/Switches/Spdt_Symbol.jpg,960,462,11,LA,0.928,0.995,32,0.0
DAPR-2255--Audio_Hardware_I/Switches/Rocker_Switch.jpg,960,609,172,RGB,0.05,0.271,2624,0.138
DAPR-2255--Audio_Hardware_I/Switches/Wiring_Diagrams.jpg,1024,1536,1085,RGB,0.899,0.964,186,0.008
DAPR-2255--Audio_Hardware_I/Switches/Toggle_Panel_Mount.jpg,960,597,229,RGB,0.063,0.14,1843,0.127
DAPR-2255--Audio_Hardware_I/Switches/Talkback_Box_Switches.png,1536,1024,1643,RGB,0.469,0.817,1061,0.155
DAPR-2255--Audio_Hardware_I/Switches/Push_Button_Box.jpg,960,531,91,RGB,0.036,0.187,1094,0.535
DAPR-2255--Audio_Hardware_I/Switches/Evolution_of_Switching.png,1536,1024,1746,RGB,0.467,0.693,1763,0.219
DAPR-2255--Audio_Hardware_I/Switches/Dip_Switch.jpg,960,584,84,RGB,0.142,0.552,843,0.043
DAPR-2255--Audio_Hardware_I/Switches/Dpst_Symbol.jpg,960,776,12,LA,0.943,0.996,32,0.0
DAPR-2255--Audio_Hardware_I/Switches/Throws_and_Poles.png,1536,1024,1584,RGB,0.346,0.748,1342,0.224
DAPR-2255--Audio_Hardware_I/Switches/Assignment_Bench.jpg,1600,900,292,RGB,0.281,0.639,458,0.034
DAPR-2255--Audio_Hardware_I/Switches/Relay_Schematic_Symbols.png,1536,1024,1666,RGB,0.334,0.728,1616,0.275
DAPR-2255--Audio_Hardware_I/Switches/Spst_Symbol.jpg,960,277,6,LA,0.92,0.996,32,0.0
DAPR-2255--Audio_Hardware_I/Switches/Pushbutton_Sparkfun.jpg,960,641,147,RGB,0.061,0.315,827,0.171
DAPR-2255--Audio_Hardware_I/Switches/Slide_Switch.jpg,600,600,138,RGB,0.711,0.796,1239,0.054
DAPR-2255--Audio_Hardware_I/Switches/Dpdt_Symbol.jpg,960,1222,19,LA,0.941,0.997,32,0.0
DAPR-2255--Audio_Hardware_I/Switches/3pdt_Toggle_Photo.jpg,1000,667,72,RGB,0.279,0.761,514,0.019
DAPR-2255--Audio_Hardware_I/Switches/Toggle_Switch_Photo.png,1448,1086,1095,RGB,0.779,0.841,420,0.022
DAPR-2255--Audio_Hardware_I/Switches/Types_in_Audio_Equipment.png,1536,1024,1641,RGB,0.458,0.753,1428,0.205
DAPR-2255--Audio_Hardware_I/Switches/Rotary_Switch.jpg,960,1707,220,RGB,0.076,0.412,1657,0.29
DAPR-2255--Audio_Hardware_I/_superseded/ac-dc-electricity-ac-vs-dc-traces.jpg,2100,880,126,RGB,0.925,0.956,278,0.032
DAPR-2255--Audio_Hardware_I/_superseded/series-parallel-parallel-formula.jpg,1254,1254,1600,RGB,0.244,0.547,4068,0.387
DAPR-2255--Audio_Hardware_I/_superseded/resistors-in-circuit-parallel-path.png,1600,900,1495,RGB,0.093,0.385,748,0.071
DAPR-2255--Audio_Hardware_I/_superseded/diodes-leds-cathode-band-and-symbol.jpg,2100,880,129,RGB,0.777,0.866,240,0.018
DAPR-2255--Audio_Hardware_I/_superseded/ac-dc-electricity-ac-vs-dc-at-a-glance-01.png,1600,900,9,RGBA,0.982,1.0,3,0.012
DAPR-2255--Audio_Hardware_I/_superseded/resistors-four-band-worked.jpg,2100,880,132,RGB,0.633,0.709,835,0.143
DAPR-2255--Audio_Hardware_I/_superseded/ac-dc-electricity-overview-hero.png,1600,900,1099,RGB,0.125,0.584,664,0.034
DAPR-2255--Audio_Hardware_I/Voltage_and_Current/Orders_of_Magnitude.png,1600,900,581,RGBA,0.71,0.811,651,0.24
DAPR-2255--Audio_Hardware_I/Voltage_and_Current/Conventional_vs_Electron_Flow.png,1600,900,28,RGBA,0.963,0.992,99,0.009
DAPR-2255--Audio_Hardware_I/Voltage_and_Current/Complete_Path.png,1600,900,23,RGBA,0.968,0.996,77,0.007
DAPR-2255--Audio_Hardware_I/Voltage_and_Current/Reservoir_Analogy_Alt.png,1600,900,24,RGBA,0.893,0.995,91,0.027
DAPR-2255--Audio_Hardware_I/Voltage_and_Current/Reservoir_Analogy.png,1600,900,967,RGBA,0.645,0.72,1070,0.157
DAPR-2255--Audio_Hardware_I/Voltage_and_Current/Breadboard_Circuit.jpg,1600,900,264,RGB,0.135,0.464,1072,0.068
DAPR-2255--Audio_Hardware_I/MIDI__Systems_and_Implementation/DIN_Connector_Face.jpg,1600,900,252,RGB,0.229,0.742,322,0.069
DAPR-2255--Audio_Hardware_I/MIDI__Systems_and_Implementation/Clock_vs_MTC.png,1600,900,374,RGBA,0.84,0.951,303,0.08
DAPR-2255--Audio_Hardware_I/MIDI__Systems_and_Implementation/DMX_Terminator.jpg,1280,1280,87,RGB,0.772,0.841,411,0.039
DAPR-2255--Audio_Hardware_I/MIDI__Systems_and_Implementation/TRS_MIDI_Cables_3.5mm.jpg,1600,900,369,RGB,0.153,0.578,521,0.054
DAPR-2255--Audio_Hardware_I/MIDI__Systems_and_Implementation/PAR_Fixture_DIP_Switch_Bank.jpg,1024,768,208,RGB,0.027,0.192,1892,0.217
DAPR-2255--Audio_Hardware_I/MIDI__Systems_and_Implementation/DIN_5_Pin_Female_Jack.png,1600,900,583,RGBA,0.824,0.907,248,0.012
DAPR-2255--Audio_Hardware_I/MIDI__Systems_and_Implementation/Thru_Chain_vs_Thru_Box.png,1600,900,826,RGBA,0.675,0.784,948,0.151
DAPR-2255--Audio_Hardware_I/MIDI__Systems_and_Implementation/Local_Control_Double_Trigger.png,1600,900,696,RGBA,0.696,0.829,780,0.119
DAPR-2255--Audio_Hardware_I/MIDI__Systems_and_Implementation/Interface_Rear_Panel.jpg,1600,900,255,RGB,0.593,0.892,152,0.003
DAPR-2255--Audio_Hardware_I/MIDI__Systems_and_Implementation/DMX_Fixture.jpg,950,650,111,RGB,0.313,0.848,206,0.002
DAPR-2255--Audio_Hardware_I/MIDI__Systems_and_Implementation/Show_Control_Hub.png,1600,900,42,RGBA,0.96,0.993,96,0.006
DAPR-2255--Audio_Hardware_I/MIDI__Systems_and_Implementation/DMX_Universe_Addressing.png,1600,900,26,RGBA,0.97,0.994,90,0.011
DAPR-2255--Audio_Hardware_I/MIDI__Systems_and_Implementation/Rack_Sound_Module.jpg,1600,900,144,RGB,0.176,0.788,100,0.082
DAPR-2255--Audio_Hardware_I/MIDI__Systems_and_Implementation/DIN_5_Pin_Male_Plug.png,1600,900,625,RGBA,0.8,0.907,248,0.01
DAPR-2255--Audio_Hardware_I/MIDI__Systems_and_Implementation/PAR_Fixture_on_Double_Yoke_Bracket.jpg,1600,900,277,RGB,0.161,0.571,200,0.027
DAPR-2255--Audio_Hardware_I/MIDI__Systems_and_Implementation/Thru_Box.jpg,1600,900,253,RGB,0.288,0.635,211,0.019
DAPR-2255--Audio_Hardware_I/MIDI__Foundation/DIN_Cable_Seated_in_Jack.jpg,1600,900,166,RGB,0.22,0.806,173,0.121
DAPR-2255--Audio_Hardware_I/MIDI__Foundation/Monitor_Window.png,1000,1700,766,RGB,0.483,0.935,277,0.01
DAPR-2255--Audio_Hardware_I/MIDI__Foundation/Byte_Structure.png,1600,900,36,RGBA,0.951,0.993,93,0.017
DAPR-2255--Audio_Hardware_I/MIDI__Foundation/Note_on_Note_Off_Timeline.png,1600,900,286,RGBA,0.877,0.931,222,0.05
DAPR-2255--Audio_Hardware_I/MIDI__Foundation/What_MIDI_Carries.png,1600,900,617,RGBA,0.77,0.848,504,0.107
DAPR-2255--Audio_Hardware_I/MIDI__Foundation/Same_File_Two_Synths.png,1600,900,560,RGBA,0.802,0.875,608,0.097
DAPR-2255--Audio_Hardware_I/MIDI__Foundation/Keyboard_Controller.jpg,1600,900,236,RGB,0.314,0.587,180,0.02
DAPR-2255--Audio_Hardware_I/Batteries/Car_Battery.jpg,960,720,177,RGB,0.149,0.2,1754,0.169
DAPR-2255--Audio_Hardware_I/Batteries/History_Timeline.png,1536,1024,1626,RGB,0.41,0.723,969,0.219
DAPR-2255--Audio_Hardware_I/Batteries/Runtime_Estimation.png,1536,1024,1458,RGB,0.268,0.78,949,0.257
DAPR-2255--Audio_Hardware_I/Batteries/Voltaic_Pile.jpg,960,786,27,RGBA,0.747,0.977,79,0.125
DAPR-2255--Audio_Hardware_I/Batteries/Zinc_Carbon_Diagram.jpg,1536,1024,374,RGB,0.439,0.696,2261,0.126
DAPR-2255--Audio_Hardware_I/Batteries/Chemistries_Audio.png,1536,1024,1567,RGB,0.491,0.749,1308,0.219
DAPR-2255--Audio_Hardware_I/Batteries/Alkaline_Cross_Section.png,1600,1600,1901,RGBA,0.683,0.724,741,0.042
DAPR-2255--Audio_Hardware_I/Batteries/Alkaline_Cross_Section.jpg,960,795,69,RGBA,0.61,0.948,129,0.054
DAPR-2255--Audio_Hardware_I/Batteries/Disposal_Recycling_Guide.png,1536,1024,1569,RGB,0.414,0.743,1439,0.243
DAPR-2255--Audio_Hardware_I/Batteries/Studio_Backup_Power_Reference.png,1536,1024,1478,RGB,0.489,0.796,1107,0.201
DAPR-2255--Audio_Hardware_I/Batteries/Assignment_Bench.jpg,1600,900,350,RGB,0.127,0.467,1515,0.105
DAPR-2255--Audio_Hardware_I/Batteries/Battery_Symbol.jpg,960,1800,5,LA,0.9,1.0,2,0.0
DAPR-2255--Audio_Hardware_I/Batteries/Lithium_Ion.jpg,960,720,205,RGB,0.07,0.338,2288,0.217
DAPR-2255--Audio_Hardware_I/Batteries/Cells_Series_Parallel.png,1774,887,989,RGB,0.873,0.963,176,0.007
DAPR-2255--Audio_Hardware_I/Batteries/Coin_Cell.jpg,798,591,241,RGB,0.085,0.429,989,0.122
DAPR-2255--Audio_Hardware_I/Batteries/Galvanic_Cell.jpg,960,1019,70,RGBA,0.531,0.92,189,0.087
DAPR-2255--Audio_Hardware_I/Batteries/Primary_Cell_Diagram.jpg,1774,887,1627,RGB,0.545,0.641,627,0.044
DAPR-2255--Audio_Hardware_I/Batteries/Series_Parallel_Cells.jpg,2100,880,133,RGB,0.832,0.855,754,0.064
DAPR-2255--Audio_Hardware_I/Batteries/Series_Parallel_Cells.png,2100,880,46,RGB,0.573,0.99,125,0.028
DAPR-2255--Audio_Hardware_I/Batteries/Types_Assorted.jpg,1600,900,200,RGB,0.182,0.657,218,0.019
DAPR-2255--Audio_Hardware_I/Batteries/Volta_Portrait.jpg,960,1280,192,RGB,0.079,0.297,1932,0.333
DAPR-2255--Audio_Hardware_I/_unused/MIDI__Systems_and_Implementation/Clock_vs_MTC_Alt.png,1600,900,36,RGBA,0.962,0.988,110,0.011
DAPR-2255--Audio_Hardware_I/_unused/MIDI__Systems_and_Implementation/PAR_Fixture_Side_XLR_Ports.jpg,1600,900,197,RGB,0.183,0.661,154,0.029
DAPR-2255--Audio_Hardware_I/_unused/MIDI__Foundation/What_MIDI_Carries_Alt.png,1600,900,40,RGBA,0.963,0.992,101,0.007
DAPR-2255--Audio_Hardware_I/_unused/MIDI__Foundation/GM_Channel_10.png,1600,900,267,RGBA,0.902,0.946,324,0.047
DAPR-2255--Audio_Hardware_I/_unused/MIDI__Foundation/Same_File_Two_Synths_Alt.png,1600,900,23,RGBA,0.972,0.997,78,0.008
DAPR-2255--Audio_Hardware_I/_unused/MIDI__MIDI_Over_USB_and_Network_Systems/Jitter_Buffer_Tradeoff_Alt.png,1600,900,26,RGBA,0.97,0.995,85,0.014
DAPR-2255--Audio_Hardware_I/Multimeters/Jack_Selection_Alt.jpg,2100,880,261,RGB,0.344,0.596,1147,0.19
DAPR-2255--Audio_Hardware_I/Multimeters/Test_Leads.jpg,960,825,106,RGB,0.146,0.686,1095,0.098
DAPR-2255--Audio_Hardware_I/Multimeters/Oersted_Portrait.jpg,960,1150,243,L,0.055,0.316,32,0.0
DAPR-2255--Audio_Hardware_I/Multimeters/Wheatstone_Bridge.jpg,960,948,22,LA,0.935,0.99,32,0.0
DAPR-2255--Audio_Hardware_I/Multimeters/Digital_Meter.jpg,1024,1536,315,RGB,0.457,0.685,918,0.178
DAPR-2255--Audio_Hardware_I/Multimeters/Clamp_Meter.jpg,640,480,147,RGB,0.056,0.26,2040,0.386
